car_id,brand,model,year,mileage,fuel_type,transmission,sale_month,zip_prefix,price
1446,Fiat,Model C,2015,123476.0,Petrol,Manual,4,01,3422
1447,Ford,Model B,2024,28684.0,Diesel,Automatic,5,30,23606
1448,Dacia,Model A,2025,0.0,Petrol,Automatic,10,30,23303
1449,Mercedes,Model B,2025,0.0,Petrol,Manual,7,30,31210
1450,Toyota,Model A,2024,17937.0,Petrol,Automatic,3,20,21941
1451,Toyota,Model B,2022,34043.0,Petrol,Automatic,9,10,19876
1452,Fiat,Model C,2023,20297.0,Petrol,Manual,4,01,17295
1453,Audi,Model B,2025,0.0,Petrol,Manual,10,30,25067
1454,Toyota,Model C,2023,0.0,Diesel,Manual,6,10,18323
1455,Mercedes,Model B,2003,250000.0,Hybrid,Manual,8,01,500
1456,Hyundai,Model B,2025,3648.0,Petrol,Manual,8,20,24366
1457,Audi,Model A,2024,25529.0,Diesel,Automatic,2,20,29340
1458,BMW,Model B,2024,5441.0,Petrol,Automatic,9,10,25164
1459,Honda,Model A,2017,85308.0,Hybrid,Manual,11,10,4899
1460,Toyota,Model C,2024,12098.0,Diesel,Automatic,12,01,21574
1461,Mercedes,Model A,2021,60812.0,Petrol,Automatic,9,20,20284
1462,Mercedes,Model A,2024,8528.0,Petrol,Automatic,12,30,26764
1463,Fiat,Model A,2010,192026.0,Petrol,Automatic,8,30,819
1464,BMW,Model B,2024,0.0,Petrol,Automatic,4,01,29604
1465,BMW,Model B,2025,0.0,Diesel,Manual,9,20,31163
1466,Audi,Model C,2004,250000.0,Petrol,Manual,12,01,500
1467,Dacia,Model C,2025,18395.0,Petrol,Automatic,5,30,22462
1468,BMW,Model C,2021,51114.0,Hybrid,Manual,4,30,17258
1469,Hyundai,Model C,2025,26191.0,Diesel,Manual,12,01,21592
1470,Fiat,Model C,2025,0.0,Diesel,Automatic,10,10,23481
1471,Toyota,Model C,2023,25948.0,Petrol,Automatic,1,20,16703
1472,Toyota,Model B,2025,2690.0,Petrol,Automatic,8,20,26095
1473,VW,Model B,2025,9301.0,Petrol,Manual,3,01,19426
1474,VW,Model B,2021,35799.0,Diesel,Automatic,4,30,18501
1475,Hyundai,Model B,2020,85266.0,Petrol,Automatic,2,01,9231
1476,Hyundai,Model C,2024,12194.0,Petrol,Automatic,3,20,18584
1477,Audi,Model A,2025,0.0,Diesel,Manual,7,01,23624
1478,VW,Model B,2025,0.0,Petrol,Manual,1,01,25187
1479,Mercedes,Model B,2025,0.0,Petrol,Automatic,12,01,28156
1480,Honda,Model C,2021,,Diesel,Manual,10,10,12457
1481,Ford,Model C,2025,15749.0,Petrol,Automatic,5,20,24926
1482,Mercedes,Model B,2012,47023.0,Hybrid,Manual,2,10,500
1483,BMW,Model C,2023,22321.0,Petrol,Automatic,12,30,21506
1484,Mercedes,Model C,2000,250000.0,Petrol,Automatic,8,20,500
1485,Toyota,Model C,2020,74982.0,Petrol,Manual,6,10,11524
1486,Fiat,Model C,2020,16326.0,Petrol,Manual,3,10,9401
1487,Honda,Model C,2021,57644.0,Diesel,Automatic,3,20,12067
1488,VW,Model B,2024,12419.0,Hybrid,Automatic,10,30,26955
1489,Mercedes,Model C,2021,28332.0,Hybrid,Automatic,7,30,23318
1490,Mercedes,Model A,2021,61203.0,Petrol,Manual,12,30,14069
1491,Audi,Model A,2017,129692.0,Petrol,Automatic,12,01,6438
1492,Toyota,Model C,2020,68351.0,Petrol,Manual,3,30,14549
1493,Honda,Model A,2017,112506.0,Petrol,Manual,12,10,6568
1494,Fiat,Model A,2007,243061.0,Petrol,Automatic,12,20,702
1495,Toyota,Model C,2023,11546.0,Petrol,Manual,10,10,16606
1496,Honda,Model B,2024,0.0,Petrol,Automatic,5,01,23555
1497,BMW,Model B,2023,33852.0,Petrol,Manual,3,30,19070
1498,BMW,Model B,2022,32285.0,Diesel,Manual,2,01,12869
1499,BMW,Model C,2020,39387.0,Diesel,Automatic,1,01,11172
1500,VW,Model A,2025,0.0,Petrol,Automatic,11,30,27244
1501,Honda,Model B,2022,46913.0,Petrol,Manual,12,30,14805
1502,Mercedes,Model A,2022,33765.0,Petrol,Automatic,10,10,17419
1503,Ford,Model C,2002,250000.0,Petrol,Automatic,10,01,500
1504,Honda,Model B,2020,56647.0,Petrol,Automatic,6,01,8808
1505,BMW,Model B,2021,47707.0,Petrol,Automatic,9,30,17828
1506,Ford,Model A,2021,19057.0,Diesel,Automatic,9,01,18142
1507,Hyundai,Model A,2023,21858.0,Diesel,Automatic,4,30,17102
1508,Toyota,Model B,2022,15834.0,Petrol,Automatic,10,01,17288
1509,VW,Model B,2023,33885.0,Petrol,Manual,2,30,13158
1510,Mercedes,Model A,2025,0.0,Petrol,Automatic,4,01,35406
1511,Hyundai,Model A,2025,15190.0,Hybrid,Automatic,8,30,24694
1512,Fiat,Model C,2025,0.0,Diesel,Automatic,7,10,22359
1513,Honda,Model B,2025,0.0,Petrol,Automatic,9,30,28532
1514,Audi,Model A,2001,250000.0,Diesel,Automatic,8,01,500
1515,Toyota,Model A,2016,95009.0,Petrol,Automatic,1,30,4774
1516,Audi,Model A,2000,250000.0,Petrol,Automatic,12,01,575
1517,BMW,Model B,2024,1018.0,Diesel,Automatic,10,20,33375
1518,VW,Model A,2025,0.0,Petrol,Manual,12,01,24689
1519,BMW,Model B,2018,,Petrol,Manual,11,01,9636
1520,Audi,Model C,2025,0.0,Petrol,Automatic,3,30,32768
1521,VW,Model B,2006,209034.0,Petrol,Manual,12,10,500
1522,VW,Model A,2025,3723.0,Diesel,Automatic,12,10,26399
1523,BMW,Model C,2020,59596.0,Diesel,Manual,1,10,14706
1524,VW,Model A,2010,182530.0,Diesel,Manual,2,20,2513
1525,Dacia,Model B,2022,40914.0,Petrol,Manual,12,10,11242
1526,BMW,Model C,2018,84860.0,Diesel,Manual,4,30,9665
1527,Toyota,Model C,2019,81121.0,Petrol,Automatic,11,10,6453
1528,VW,Model B,2020,61461.0,Petrol,Automatic,1,30,7727
1529,VW,Model C,2025,0.0,Petrol,Automatic,10,20,24161
1530,Audi,Model B,2022,9781.0,Petrol,Manual,9,10,24172
1531,Mercedes,Model C,2020,88919.0,Petrol,Manual,12,30,12869
1532,Hyundai,Model A,2023,24001.0,Petrol,Automatic,10,10,17328
1533,Dacia,Model C,2025,14253.0,Petrol,Automatic,1,10,19141
1534,Hyundai,Model B,2019,66814.0,Petrol,Manual,6,20,5907
1535,Dacia,Model C,2021,47129.0,Petrol,Automatic,5,20,11512
1536,Ford,Model B,2012,149199.0,Petrol,Automatic,8,01,500
1537,Fiat,Model B,2016,144988.0,Petrol,Automatic,6,01,3383
1538,VW,Model A,2024,15798.0,Petrol,Automatic,4,30,23701
1539,Fiat,Model B,2016,99977.0,Hybrid,Automatic,9,20,3640
1540,Mercedes,Model B,2022,11226.0,Petrol,Automatic,4,20,21317
1541,Hyundai,Model B,2025,8881.0,Hybrid,Automatic,11,10,23277
1542,Mercedes,Model B,2010,177550.0,Petrol,Manual,5,01,500
1543,BMW,Model A,2023,35163.0,Petrol,Automatic,7,30,17427
1544,Honda,Model A,2018,96839.0,Diesel,Manual,11,20,7747
1545,Toyota,Model C,2025,0.0,Diesel,Manual,11,01,27255
1546,BMW,Model C,2022,46086.0,Petrol,Manual,8,10,10985
1547,Dacia,Model A,2025,0.0,Petrol,Manual,5,20,18258
1548,VW,Model A,2023,9143.0,Diesel,Manual,7,30,17671
1549,Fiat,Model C,2004,250000.0,Hybrid,Manual,11,01,1480
1550,Dacia,Model B,2024,9627.0,Hybrid,Automatic,3,30,17050
1551,Toyota,Model A,2025,7777.0,Petrol,Automatic,2,30,24741
1552,Audi,Model C,2023,30163.0,Diesel,Automatic,8,10,22527
1553,Mercedes,Model C,2025,9568.0,Diesel,Automatic,8,30,26945
1554,Honda,Model C,2025,0.0,Diesel,Automatic,4,01,27954
1555,Ford,Model A,2017,87220.0,Hybrid,Automatic,6,30,8307
1556,Honda,Model C,2017,91132.0,Diesel,Automatic,2,01,2997
1557,Toyota,Model A,2023,11527.0,Petrol,Manual,2,01,23007
1558,Mercedes,Model A,2021,54435.0,Petrol,Manual,11,01,14567
1559,Honda,Model C,2025,17803.0,Petrol,Automatic,6,01,28566
1560,BMW,Model B,2025,20177.0,Diesel,Automatic,2,01,27363
1561,Fiat,Model B,2020,54911.0,Petrol,Manual,12,10,9563
1562,BMW,Model A,2017,100379.0,Petrol,Manual,3,20,6660
1563,Toyota,Model B,2025,6684.0,Petrol,Manual,4,30,25556
1564,Mercedes,Model B,2019,81318.0,Hybrid,Automatic,12,20,11685
1565,Hyundai,Model C,2025,0.0,Diesel,Manual,3,30,25710
1566,Toyota,Model B,2021,75308.0,Petrol,Manual,12,30,7817
1567,Mercedes,Model C,2024,25897.0,Petrol,Automatic,10,01,34008
1568,Honda,Model B,2009,206289.0,Petrol,Automatic,6,30,500
1569,Fiat,Model A,2024,30051.0,Petrol,Automatic,8,30,19335
1570,Fiat,Model B,2021,56012.0,Petrol,Automatic,7,30,11899
1571,Audi,Model C,2023,8590.0,Hybrid,Manual,11,20,22215
1572,VW,Model C,2015,117915.0,Petrol,Automatic,1,01,6941
1573,BMW,Model B,2025,0.0,Petrol,Manual,11,01,23736
1574,Mercedes,Model A,2025,6226.0,Diesel,Manual,12,30,26703
1575,Honda,Model A,2017,93461.0,Petrol,Automatic,6,10,1692
1576,Audi,Model A,2009,191392.0,Petrol,Manual,3,20,2100
1577,Hyundai,Model A,2002,250000.0,Petrol,Automatic,2,10,500
1578,Dacia,Model A,2024,5145.0,Hybrid,Automatic,5,20,21048
1579,BMW,Model B,2023,20218.0,Petrol,Manual,2,10,22832
1580,Audi,Model A,2023,24329.0,Diesel,Automatic,3,30,27636
1581,Honda,Model B,2017,68400.0,Petrol,Automatic,9,20,6860
1582,Ford,Model A,2021,,Diesel,Manual,6,30,9258
1583,Fiat,Model C,2023,0.0,Diesel,Manual,12,01,12141
1584,Fiat,Model C,2022,27217.0,Petrol,Manual,6,10,14516
1585,Ford,Model C,2025,12827.0,Petrol,Manual,2,30,22047
1586,Audi,Model A,2013,150708.0,Petrol,Automatic,2,01,7741
1587,Hyundai,Model B,2024,3077.0,Petrol,Manual,9,30,18845
1588,Audi,Model C,2021,48611.0,Hybrid,Manual,8,10,19153
1589,Dacia,Model B,2021,31875.0,Petrol,Automatic,9,20,11291
1590,BMW,Model B,2025,,Petrol,Automatic,5,01,31065
1591,Ford,Model C,2024,55954.0,Diesel,Automatic,12,10,23938
1592,BMW,Model A,2025,27687.0,Hybrid,Automatic,2,10,33954
1593,Toyota,Model C,2012,156789.0,Petrol,Automatic,1,01,1703
1594,Ford,Model C,2010,182402.0,Diesel,Manual,10,30,500
1595,VW,Model B,2025,0.0,Petrol,Manual,9,10,21041
1596,Hyundai,Model A,2023,,Petrol,Manual,7,30,13872
1597,Ford,Model C,2019,77432.0,Petrol,Manual,1,20,12369
1598,Audi,Model B,2007,208126.0,Petrol,Automatic,2,30,2510
1599,Fiat,Model A,2008,217562.0,Petrol,Automatic,3,30,500
1600,Hyundai,Model C,2025,23545.0,Petrol,Manual,8,30,28936
1601,Mercedes,Model A,2016,112989.0,Petrol,Manual,9,20,3583
1602,Hyundai,Model B,2020,61526.0,Petrol,Automatic,9,30,15130
1603,Dacia,Model A,2017,70788.0,Petrol,Manual,11,30,7015
1604,Ford,Model A,2020,71214.0,Hybrid,Automatic,1,30,8733
1605,Toyota,Model C,2006,210844.0,Hybrid,Automatic,9,01,2791
1606,Ford,Model B,2022,29729.0,Petrol,Manual,4,10,19977
1607,Toyota,Model A,2006,,Petrol,Manual,8,01,2488
1608,VW,Model B,2025,15446.0,Diesel,Automatic,10,01,26684
1609,Honda,Model A,2017,89002.0,Petrol,Automatic,10,10,7583
1610,Fiat,Model B,2023,17866.0,Hybrid,Automatic,4,30,19274
1611,Ford,Model C,2025,,Petrol,Manual,5,10,20336
1612,Audi,Model A,2024,0.0,Petrol,Automatic,12,30,22489
1613,VW,Model B,2022,26478.0,Diesel,Manual,11,30,19532
1614,Toyota,Model A,2020,35803.0,Petrol,Manual,4,30,6288
1615,Audi,Model A,2020,70245.0,Petrol,Automatic,8,30,11263
1616,Toyota,Model C,2024,17917.0,Diesel,Manual,2,10,16996
1617,BMW,Model C,2025,8407.0,Hybrid,Automatic,9,20,35282
1618,Dacia,Model B,2024,0.0,Petrol,Automatic,8,01,18990
1619,Honda,Model A,2023,,Diesel,Automatic,4,30,19160
1620,Hyundai,Model C,2025,802.0,Hybrid,Manual,6,30,21345
1621,Audi,Model C,2022,36961.0,Petrol,Automatic,10,30,21860
1622,VW,Model B,2006,225790.0,Petrol,Manual,4,01,2361
1623,Ford,Model B,2023,19657.0,Petrol,Automatic,10,30,20145
1624,Toyota,Model A,2025,25661.0,Petrol,Automatic,4,30,30860
1625,Dacia,Model C,2015,126390.0,Diesel,Manual,11,01,1062
1626,Honda,Model A,2024,41560.0,Petrol,Manual,1,01,21010
1627,VW,Model B,2016,127034.0,Petrol,Automatic,4,01,3780
1628,BMW,Model A,2022,61549.0,Petrol,Automatic,3,30,19350
1629,Toyota,Model C,2009,175883.0,Petrol,Automatic,12,30,1513
1630,Fiat,Model A,2021,56897.0,Petrol,Automatic,6,30,12102
1631,Hyundai,Model C,2025,,Petrol,Manual,7,01,23876
1632,Honda,Model A,2020,35049.0,Diesel,Automatic,4,20,13208
1633,Fiat,Model A,2024,34440.0,Diesel,Manual,2,10,13162
1634,Honda,Model A,2025,,Diesel,Manual,8,30,20163
1635,Ford,Model B,2025,0.0,Diesel,Automatic,4,20,26393
1636,Toyota,Model A,2017,89781.0,Hybrid,Automatic,12,01,5374
1637,Ford,Model B,2021,36056.0,Petrol,Automatic,6,30,15925
1638,Toyota,Model A,2015,109594.0,Hybrid,Automatic,2,30,6767
1639,Toyota,Model B,2025,0.0,Petrol,Manual,1,01,23501
1640,Dacia,Model C,2025,25962.0,Petrol,Automatic,3,01,19987
1641,Mercedes,Model A,2022,26005.0,Petrol,Manual,4,20,21806
1642,Mercedes,Model C,2025,24889.0,Petrol,Automatic,3,30,29513
1643,BMW,Model C,2022,48732.0,Petrol,Automatic,5,10,21995
1644,Toyota,Model C,2024,17944.0,Petrol,Automatic,11,01,23098
1645,Toyota,Model A,2008,215221.0,Petrol,Manual,1,20,4254
1646,BMW,Model A,2025,204.0,Diesel,Automatic,11,01,28015
1647,Honda,Model B,2012,175290.0,Petrol,Manual,6,10,5870
1648,Ford,Model C,2025,8504.0,Diesel,Automatic,12,01,23660
1649,Hyundai,Model C,2025,0.0,Petrol,Automatic,9,20,22236
1650,Dacia,Model B,2025,4443.0,Petrol,Automatic,3,01,17502
1651,Ford,Model B,2003,250000.0,Petrol,Automatic,12,10,2935
1652,Mercedes,Model A,2020,55664.0,Diesel,Manual,2,20,11204
1653,BMW,Model C,2018,85893.0,Hybrid,Automatic,5,01,10069
1654,Hyundai,Model A,2020,50807.0,Petrol,Automatic,12,01,9099
1655,VW,Model B,2008,183335.0,Hybrid,Manual,3,20,500
1656,Mercedes,Model C,2025,,Diesel,Automatic,8,20,33608
1657,Audi,Model B,2023,943.0,Petrol,Automatic,12,01,21457
1658,Hyundai,Model A,2020,70035.0,Petrol,Manual,9,20,11246
1659,Ford,Model B,2021,10645.0,Diesel,Automatic,9,20,13327
1660,Ford,Model B,2021,38002.0,Petrol,Manual,8,30,10349
1661,Audi,Model A,2023,12515.0,Petrol,Automatic,7,30,23021
1662,Ford,Model A,2022,31767.0,Petrol,Automatic,12,30,13504
1663,Hyundai,Model B,2025,0.0,Petrol,Manual,7,01,23900
1664,Fiat,Model A,2022,42058.0,Petrol,Manual,9,30,10757
1665,VW,Model A,2025,0.0,Petrol,Automatic,10,30,29276
1666,Ford,Model C,2025,16986.0,Diesel,Automatic,7,30,25927
1667,VW,Model C,2016,98673.0,Diesel,Automatic,12,20,2337
1668,Honda,Model C,2025,0.0,Petrol,Automatic,1,30,29048
1669,Audi,Model C,2011,168056.0,Petrol,Manual,5,10,5613
1670,Fiat,Model B,2025,3663.0,Petrol,Automatic,8,30,21143
1671,Honda,Model A,2021,48555.0,Diesel,Automatic,1,10,11870
1672,Ford,Model C,2025,0.0,Petrol,Automatic,12,10,24317
1673,Dacia,Model C,2025,5145.0,Petrol,Automatic,11,30,21632
1674,Dacia,Model C,2025,6992.0,Petrol,Automatic,3,30,16696
1675,Ford,Model A,2025,0.0,Petrol,Automatic,5,30,26166
1676,BMW,Model B,2020,66395.0,Petrol,Manual,9,10,7975
1677,Toyota,Model A,2008,66562.0,Diesel,Automatic,5,01,500
1678,Dacia,Model B,2021,58588.0,Petrol,Automatic,11,20,13145
1679,Toyota,Model A,2015,133985.0,Petrol,Manual,4,10,500
1680,Dacia,Model C,2024,14578.0,Hybrid,Manual,11,30,14610
1681,BMW,Model A,2020,45957.0,Petrol,Automatic,6,20,14101
1682,Ford,Model B,2025,0.0,Petrol,Manual,6,30,19025
1683,Honda,Model B,2024,16798.0,Petrol,Manual,3,30,15483
1684,Audi,Model B,2025,14141.0,Petrol,Automatic,12,01,31053
1685,Dacia,Model A,2013,185788.0,Diesel,Manual,5,01,2098
1686,Ford,Model B,2025,14727.0,Diesel,Automatic,3,30,22435
1687,Audi,Model A,2025,0.0,Petrol,Automatic,1,20,32075
1688,Toyota,Model B,2022,24490.0,Petrol,Automatic,7,10,19517
1689,VW,Model B,2023,58177.0,Diesel,Automatic,1,01,12107
1690,Toyota,Model B,2025,0.0,Petrol,Automatic,6,20,28407
1691,Fiat,Model A,2015,120712.0,Petrol,Manual,12,01,4404
1692,Mercedes,Model B,2022,21593.0,Diesel,Automatic,7,01,21763
1693,Audi,Model C,2021,71476.0,Diesel,Manual,1,10,17511
1694,Mercedes,Model B,2014,139504.0,Petrol,Manual,4,20,5207
1695,Mercedes,Model B,2020,48380.0,Petrol,Manual,1,30,11934
1696,Toyota,Model A,2006,213092.0,Petrol,Automatic,12,01,500
1697,Dacia,Model B,2002,250000.0,Petrol,Manual,4,20,500
1698,BMW,Model A,2013,144663.0,Petrol,Automatic,1,10,1542
1699,Audi,Model C,2025,12481.0,Petrol,Manual,12,10,30044
1700,Audi,Model C,2023,32204.0,Petrol,Automatic,7,30,22209
1701,Ford,Model A,2025,0.0,Petrol,Manual,6,20,19838
1702,VW,Model B,2021,11952.0,Petrol,Automatic,12,10,17911
1703,Hyundai,Model A,2020,57600.0,Hybrid,Manual,7,30,9477
1704,BMW,Model C,2022,27739.0,Petrol,Manual,4,10,15489
1705,VW,Model B,2021,46047.0,Petrol,Manual,10,30,16660
1706,Ford,Model A,2010,180246.0,Petrol,Automatic,4,30,628
1707,Honda,Model A,2024,0.0,Petrol,Automatic,6,20,16890
1708,Toyota,Model B,2017,105460.0,Petrol,Automatic,11,20,4114
1709,Hyundai,Model B,2023,18443.0,Petrol,Automatic,12,20,16509
1710,Toyota,Model A,2024,0.0,Petrol,Automatic,8,30,23803
1711,Audi,Model B,2015,114725.0,Petrol,Automatic,7,20,6165
1712,Toyota,Model A,2006,231633.0,Petrol,Manual,1,30,1580
1713,Honda,Model A,2025,1245.0,Diesel,Automatic,8,30,27763
1714,Audi,Model A,2021,54331.0,Hybrid,Manual,5,10,9695
1715,Ford,Model B,2005,250000.0,Petrol,Automatic,7,30,500
1716,Fiat,Model C,2025,19574.0,Diesel,Manual,10,01,17403
1717,Ford,Model B,2005,244282.0,Diesel,Automatic,9,10,3255
1718,Honda,Model A,2024,0.0,Petrol,Manual,2,01,18270
1719,Hyundai,Model B,2025,0.0,Diesel,Automatic,5,10,27392
1720,VW,Model C,2017,80935.0,Petrol,Automatic,3,20,6497
1721,Toyota,Model C,2014,157452.0,Petrol,Automatic,2,30,4216
1722,Ford,Model A,2012,185811.0,Hybrid,Automatic,3,10,500
1723,VW,Model B,2020,69754.0,Petrol,Automatic,12,20,9332
1724,Audi,Model C,2010,192876.0,Petrol,Manual,9,30,1790
1725,Toyota,Model A,2024,15764.0,Petrol,Automatic,12,01,21360
1726,Mercedes,Model C,2006,233490.0,Petrol,Manual,7,30,500
1727,Dacia,Model C,2022,12038.0,Petrol,Manual,1,20,11802
1728,BMW,Model A,2025,,Petrol,Manual,1,10,34477
1729,Mercedes,Model B,2025,0.0,Petrol,Automatic,2,30,27993
1730,Honda,Model A,2023,28220.0,Petrol,Automatic,10,10,27135
1731,Fiat,Model B,2020,59105.0,Petrol,Automatic,3,01,13288
1732,Toyota,Model A,2024,41202.0,Diesel,Automatic,2,10,22731
1733,Hyundai,Model A,2022,49749.0,Diesel,Automatic,11,10,14276
1734,VW,Model A,2021,52267.0,Petrol,Automatic,3,01,13924
1735,Ford,Model B,2013,139995.0,Petrol,Automatic,7,10,2683
1736,Hyundai,Model B,2025,25140.0,Petrol,Manual,5,10,17745
1737,BMW,Model C,2021,47550.0,Petrol,Automatic,12,10,15116
1738,Fiat,Model A,2016,112975.0,Diesel,Automatic,9,20,5903
1739,Hyundai,Model C,2020,60633.0,Petrol,Automatic,6,20,10632
1740,Dacia,Model A,2021,12581.0,Petrol,Automatic,11,10,10528
1741,Hyundai,Model C,2025,547.0,Petrol,Manual,10,30,19693
1742,Fiat,Model B,2025,0.0,Hybrid,Manual,11,20,22424
1743,Audi,Model B,2025,0.0,Petrol,Manual,12,30,26867
1744,Toyota,Model A,2001,250000.0,Petrol,Manual,3,10,500
1745,Toyota,Model B,2021,71522.0,Hybrid,Automatic,3,01,17409
1746,Mercedes,Model C,2022,41223.0,Petrol,Automatic,7,20,15659
1747,VW,Model B,2001,250000.0,Diesel,Manual,7,20,500
1748,Mercedes,Model B,2018,62357.0,Diesel,Manual,11,10,9259
1749,BMW,Model C,2025,11767.0,Petrol,Manual,2,01,29399
1750,Hyundai,Model B,2013,135492.0,Petrol,Manual,6,10,2686
1751,Fiat,Model C,2022,45648.0,Petrol,Automatic,7,01,16818
1752,Hyundai,Model B,2017,,Diesel,Manual,6,30,8056
1753,Hyundai,Model A,2001,250000.0,Diesel,Automatic,1,20,500
1754,Ford,Model B,2018,84504.0,Petrol,Automatic,2,01,10426
1755,Fiat,Model A,2025,5754.0,Petrol,Automatic,2,30,23948
1756,Honda,Model B,2025,0.0,Petrol,Automatic,8,10,32432
1757,Dacia,Model C,2025,0.0,Petrol,Automatic,6,20,22551
1758,Mercedes,Model C,2022,21547.0,Hybrid,Automatic,3,30,18170
1759,Hyundai,Model B,2010,144224.0,Diesel,Automatic,10,30,1092
1760,Ford,Model A,2023,21283.0,Petrol,Automatic,11,01,20171
1761,Ford,Model C,2021,70790.0,Petrol,Automatic,3,20,12095
1762,VW,Model A,2025,10951.0,Diesel,Manual,10,30,24390
1763,Hyundai,Model C,2009,195415.0,Petrol,Manual,1,30,1927
1764,Fiat,Model C,2022,24989.0,Petrol,Automatic,11,01,14248
1765,Mercedes,Model C,2015,134960.0,Petrol,Manual,12,10,4962
1766,Mercedes,Model C,2020,58210.0,Petrol,Automatic,2,30,15287
1767,BMW,Model B,2025,23624.0,Petrol,Automatic,10,10,31599
1768,Mercedes,Model A,2022,21283.0,Petrol,Automatic,2,20,21877
1769,Audi,Model C,2020,48750.0,Petrol,Automatic,12,01,12520
1770,VW,Model A,2021,35290.0,Petrol,Manual,6,30,13306
1771,Honda,Model C,2021,25768.0,Petrol,Automatic,7,01,15810
1772,Hyundai,Model B,2025,0.0,Petrol,Automatic,10,20,27251
1773,Honda,Model B,2025,1548.0,Petrol,Automatic,4,01,20334
1774,Ford,Model C,2025,0.0,Petrol,Manual,5,01,18376
1775,Mercedes,Model A,2025,0.0,Petrol,Automatic,1,20,31274
1776,Hyundai,Model B,2020,76114.0,Hybrid,Manual,8,30,9509
1777,Hyundai,Model A,2024,0.0,Petrol,Manual,10,30,20030
1778,Toyota,Model C,2021,56838.0,Petrol,Manual,11,10,17918
1779,Toyota,Model A,2018,84468.0,Petrol,Manual,7,30,9188
1780,Audi,Model A,2025,31760.0,Diesel,Automatic,10,01,28850
1781,Hyundai,Model A,2003,250000.0,Petrol,Automatic,2,10,500
1782,VW,Model B,2025,0.0,Petrol,Manual,10,01,22065
1783,Ford,Model B,2022,25469.0,Hybrid,Automatic,1,01,21958
1784,Audi,Model C,2024,34540.0,Petrol,Automatic,3,01,21005
1785,Mercedes,Model A,2024,0.0,Hybrid,Automatic,8,30,26382
1786,BMW,Model A,2025,2863.0,Diesel,Manual,5,30,32273
1787,BMW,Model A,2024,10033.0,Petrol,Automatic,6,20,21310
1788,Mercedes,Model A,2023,18851.0,Petrol,Automatic,11,20,19709
1789,Mercedes,Model C,2006,233302.0,Petrol,Manual,8,10,500
1790,Ford,Model C,2022,11653.0,Diesel,Automatic,5,01,15472
1791,Toyota,Model B,2015,126861.0,Petrol,Automatic,6,30,5197
1792,Honda,Model B,2025,2084.0,Petrol,Automatic,11,30,26222
1793,Ford,Model A,2022,42265.0,Petrol,Automatic,7,30,20054
1794,VW,Model B,2024,13400.0,Petrol,Automatic,11,01,24816
1795,Ford,Model A,2004,242108.0,Petrol,Automatic,4,01,500
1796,Audi,Model C,2008,204060.0,Petrol,Manual,7,01,500
1797,Hyundai,Model A,2025,0.0,Petrol,Manual,5,01,23875
1798,Fiat,Model B,2007,204294.0,Petrol,Automatic,8,20,500
1799,Toyota,Model A,2007,210957.0,Diesel,Manual,8,01,1722
1800,BMW,Model C,2001,250000.0,Petrol,Automatic,8,01,500
1801,Fiat,Model A,2025,528.0,Petrol,Automatic,7,01,21835
1802,Fiat,Model A,2025,13745.0,Diesel,Manual,6,01,20452
1803,BMW,Model B,2020,52523.0,Diesel,Automatic,12,10,11848
1804,BMW,Model B,2019,74952.0,Petrol,Manual,4,01,11965
1805,Hyundai,Model C,2020,61770.0,Hybrid,Automatic,6,10,9037
1806,Toyota,Model B,2025,0.0,Petrol,Automatic,3,01,25397
1807,Fiat,Model C,2024,13106.0,Petrol,Manual,5,30,21949
1808,Audi,Model C,2016,123040.0,Petrol,Automatic,4,30,9473
1809,Fiat,Model A,2015,122797.0,Petrol,Automatic,9,30,500
1810,BMW,Model C,2009,195398.0,Diesel,Automatic,9,30,500
1811,Audi,Model A,2024,1420.0,Petrol,Automatic,4,10,24199
1812,Dacia,Model C,2025,29532.0,Petrol,Manual,12,20,20074
1813,Audi,Model A,2018,74274.0,Petrol,Manual,4,01,5734
1814,Mercedes,Model C,2002,250000.0,Petrol,Manual,11,20,500
1815,Fiat,Model B,2008,216902.0,Diesel,Automatic,4,30,1746
1816,Mercedes,Model A,2025,0.0,Diesel,Automatic,6,10,28560
1817,BMW,Model B,2019,67454.0,Hybrid,Manual,9,30,11476
1818,Toyota,Model B,2025,0.0,Petrol,Automatic,7,10,23336
1819,Ford,Model B,2024,40075.0,Petrol,Automatic,7,30,21089
1820,VW,Model B,2021,53318.0,Diesel,Manual,10,10,9864
1821,Fiat,Model C,2016,116246.0,Petrol,Automatic,9,30,3608
1822,Honda,Model A,2012,158439.0,Petrol,Manual,12,30,878
1823,Toyota,Model A,2023,28050.0,Petrol,Automatic,3,10,20938
1824,Toyota,Model A,2025,20979.0,Hybrid,Manual,1,30,25290
1825,Hyundai,Model B,2024,8237.0,Petrol,Automatic,12,30,21616
1826,VW,Model A,2022,14145.0,Diesel,Manual,4,01,14442
1827,Fiat,Model C,2004,250000.0,Petrol,Automatic,1,20,1271
1828,Dacia,Model A,2025,7450.0,Petrol,Manual,4,30,12695
1829,Toyota,Model A,2025,1619.0,Hybrid,Automatic,9,01,28362
1830,Honda,Model C,2019,79061.0,Petrol,Manual,8,10,8466
1831,Ford,Model B,2025,0.0,Petrol,Manual,3,30,19504
1832,Mercedes,Model C,2023,24310.0,Petrol,Automatic,3,10,29802
1833,BMW,Model A,2023,22024.0,Petrol,Automatic,6,10,27433
