car_id,brand,model,year,mileage,fuel_type,transmission,sale_month,zip_prefix,price,age,area_type,miles_per_year,suspicious_mileage,area
865,Hyundai,Model B,2021,62118.0,Petrol,Automatic,8,20,14231,4,Rural,15150.731707317074,False,Rural
866,BMW,Model C,2023,15162.0,Petrol,Manual,2,10,20318,2,Rural,7220.0,False,Rural
867,Honda,Model A,2015,112576.0,Diesel,Automatic,1,1,3303,10,Rural,11146.138613861387,False,Rural
868,Toyota,Model B,2016,122459.0,Diesel,Manual,4,10,5622,9,Rural,13457.032967032968,False,Rural
869,Audi,Model C,2025,0.0,Hybrid,Automatic,7,20,31502,0,Rural,0.0,False,Rural
870,Toyota,Model C,2025,4038.0,Petrol,Automatic,10,10,30882,0,Rural,40380.0,False,Rural
871,Dacia,Model C,2020,60643.0,Diesel,Automatic,12,1,6762,5,Rural,11890.784313725491,False,Rural
872,VW,Model A,2019,71959.0,Petrol,Automatic,11,20,10894,6,Rural,11796.557377049181,False,Rural
873,Toyota,Model B,2024,4223.0,Hybrid,Manual,8,20,18811,1,Rural,3839.090909090909,False,Rural
874,Ford,Model B,2021,39302.0,Petrol,Manual,9,10,14359,4,Rural,9585.853658536585,False,Rural
875,Audi,Model C,2002,250000.0,Diesel,Automatic,7,1,2405,23,Rural,10822.510822510822,False,Rural
877,Fiat,Model B,2025,0.0,Petrol,Automatic,10,30,20996,0,Rural,0.0,False,Rural
878,Ford,Model C,2024,26531.0,Diesel,Manual,3,1,20842,1,Rural,24119.090909090908,False,Rural
880,Honda,Model A,2017,80123.0,Diesel,Automatic,12,1,4376,8,Rural,9891.72839506173,False,Rural
881,Honda,Model B,2017,92432.0,Petrol,Automatic,8,1,6336,8,Rural,11411.358024691359,False,Rural
882,VW,Model A,2024,5837.0,Petrol,Automatic,7,20,25534,1,Rural,5306.363636363636,False,Rural
883,Hyundai,Model C,2001,250000.0,Petrol,Manual,11,1,1732,24,Rural,10373.443983402489,False,Rural
885,Dacia,Model B,2025,0.0,Petrol,Manual,5,1,16414,0,Rural,0.0,False,Rural
887,Hyundai,Model C,2024,19624.0,Petrol,Manual,3,1,20162,1,Rural,17840.0,False,Rural
888,Hyundai,Model B,2017,120940.0,Petrol,Automatic,1,20,2448,8,Rural,14930.864197530866,False,Rural
889,Toyota,Model C,2009,210885.0,Diesel,Manual,12,10,3881,16,Rural,13098.447204968943,False,Rural
890,Honda,Model A,2018,70692.0,Petrol,Automatic,10,30,8778,7,Rural,9956.61971830986,False,Rural
891,Ford,Model A,2025,14849.0,Petrol,Manual,12,30,18092,0,Rural,148490.0,False,Rural
892,Honda,Model B,2025,22879.0,Petrol,Automatic,11,10,27813,0,Rural,228790.0,False,Rural
893,Hyundai,Model B,2025,22992.0,Petrol,Automatic,6,30,25413,0,Rural,229920.0,False,Rural
894,BMW,Model C,2021,62821.0,Petrol,Manual,11,1,11211,4,Rural,15322.195121951221,False,Rural
895,Audi,Model A,2024,26512.0,Petrol,Manual,10,20,22754,1,Rural,24101.81818181818,False,Rural
897,BMW,Model A,2019,59439.0,Petrol,Manual,8,10,9770,6,Rural,9744.098360655738,False,Rural
898,Audi,Model A,2025,0.0,Diesel,Manual,4,1,32265,0,Rural,0.0,False,Rural
899,Toyota,Model C,2001,250000.0,Diesel,Automatic,3,10,1181,24,Rural,10373.443983402489,False,Rural
900,Hyundai,Model C,2008,224141.0,Diesel,Automatic,2,1,1737,17,Rural,13107.66081871345,False,Rural
901,Ford,Model C,2016,103750.0,Petrol,Manual,7,30,3622,9,Rural,11401.098901098901,False,Rural
903,Audi,Model A,2016,89527.0,Diesel,Automatic,2,10,9633,9,Rural,9838.131868131868,False,Rural
904,Fiat,Model B,2023,40239.0,Petrol,Automatic,9,30,15305,2,Rural,19161.42857142857,False,Rural
905,Toyota,Model A,2021,40576.0,Hybrid,Manual,10,1,11574,4,Rural,9896.58536585366,False,Rural
906,Audi,Model B,2025,0.0,Petrol,Manual,3,1,24870,0,Rural,0.0,False,Rural
907,Honda,Model A,2025,24406.0,Petrol,Automatic,12,10,22880,0,Rural,244060.0,False,Rural
908,BMW,Model B,2020,76609.0,Petrol,Automatic,10,1,10493,5,Rural,15021.372549019608,False,Rural
909,Toyota,Model A,2018,87176.0,Petrol,Manual,11,1,10752,7,Rural,12278.30985915493,False,Rural
910,Toyota,Model C,2020,60509.0,Diesel,Automatic,1,1,10300,5,Rural,11864.50980392157,False,Rural
911,Mercedes,Model C,2023,30592.0,Petrol,Automatic,12,20,23116,2,Rural,14567.619047619048,False,Rural
912,Fiat,Model C,2018,86919.0,Petrol,Automatic,12,1,5888,7,Rural,12242.112676056338,False,Rural
913,Toyota,Model B,2024,115.0,Petrol,Automatic,7,20,23186,1,Rural,104.54545454545453,False,Rural
914,Dacia,Model B,2021,41819.0,Diesel,Automatic,12,1,10530,4,Rural,10199.756097560976,False,Rural
915,Fiat,Model C,2023,53410.0,Petrol,Automatic,8,1,17535,2,Rural,25433.333333333332,False,Rural
916,Mercedes,Model C,2021,88082.0,Diesel,Automatic,2,10,17101,4,Rural,21483.414634146342,False,Rural
917,Honda,Model A,2019,95440.0,Petrol,Manual,11,20,11153,6,Rural,15645.901639344263,False,Rural
918,Ford,Model B,2025,7173.0,Diesel,Automatic,7,30,26027,0,Rural,71730.0,False,Rural
919,Hyundai,Model B,2025,0.0,Hybrid,Automatic,5,20,25663,0,Rural,0.0,False,Rural
920,Fiat,Model B,2014,120027.0,Petrol,Automatic,3,1,5002,11,Rural,10813.243243243243,False,Rural
921,Ford,Model A,2025,0.0,Petrol,Automatic,7,20,27292,0,Rural,0.0,False,Rural
922,BMW,Model B,2022,27700.0,Petrol,Automatic,9,20,24113,3,Rural,8935.483870967742,False,Rural
923,Honda,Model B,2025,32267.0,Petrol,Manual,11,30,22838,0,Rural,322670.0,False,Rural
924,Fiat,Model C,2025,27094.0,Petrol,Automatic,8,1,21459,0,Rural,270940.0,False,Rural
925,VW,Model C,2021,59194.0,Petrol,Automatic,6,10,15954,4,Rural,14437.560975609756,False,Rural
927,VW,Model C,2018,97395.0,Petrol,Automatic,7,1,3291,7,Rural,13717.605633802817,False,Rural
928,BMW,Model A,2023,20420.0,Petrol,Automatic,9,1,24263,2,Rural,9723.809523809523,False,Rural
929,Dacia,Model C,2024,0.0,Petrol,Manual,8,10,17350,1,Rural,0.0,False,Rural
930,Fiat,Model B,2018,88306.0,Diesel,Manual,12,1,1637,7,Rural,12437.464788732395,False,Rural
932,Mercedes,Model C,2025,0.0,Petrol,Automatic,9,20,28943,0,Rural,0.0,False,Rural
933,Honda,Model C,2025,0.0,Petrol,Manual,12,30,21163,0,Rural,0.0,False,Rural
934,Hyundai,Model C,2022,28525.0,Petrol,Manual,12,30,14140,3,Rural,9201.612903225807,False,Rural
935,Toyota,Model C,2015,119486.0,Petrol,Automatic,2,1,3164,10,Rural,11830.297029702971,False,Rural
936,Mercedes,Model B,2019,70765.0,Hybrid,Manual,6,10,10930,6,Rural,11600.819672131149,False,Rural
938,Toyota,Model B,2025,22804.0,Petrol,Automatic,12,1,23473,0,Rural,228040.0,False,Rural
939,Toyota,Model B,2011,153249.0,Diesel,Automatic,3,10,4002,14,Rural,10868.72340425532,False,Rural
940,Ford,Model B,2023,9714.0,Diesel,Automatic,6,1,17630,2,Rural,4625.714285714285,False,Rural
941,Fiat,Model C,2019,67071.0,Petrol,Automatic,4,30,4735,6,Rural,10995.245901639344,False,Rural
943,VW,Model B,2024,33884.0,Petrol,Automatic,11,30,21593,1,Rural,30803.63636363636,False,Rural
944,VW,Model C,2025,4041.0,Petrol,Manual,6,20,20516,0,Rural,40410.0,False,Rural
945,Ford,Model C,2016,116496.0,Petrol,Automatic,9,30,1491,9,Rural,12801.758241758242,False,Rural
947,Toyota,Model C,2013,147471.0,Diesel,Automatic,9,20,2342,12,Rural,12187.685950413223,False,Rural
948,Toyota,Model C,2025,4645.0,Diesel,Manual,2,10,23709,0,Rural,46450.0,False,Rural
949,Fiat,Model A,2025,0.0,Petrol,Automatic,9,30,21048,0,Rural,0.0,False,Rural
951,Ford,Model A,2023,41433.0,Petrol,Manual,9,1,19916,2,Rural,19730.0,False,Rural
952,Fiat,Model C,2024,71134.0,Diesel,Manual,5,1,11873,1,Rural,64667.27272727272,False,Rural
954,Fiat,Model A,2025,6346.0,Diesel,Automatic,3,30,19430,0,Rural,63460.0,False,Rural
955,Audi,Model A,2021,39434.0,Hybrid,Automatic,6,10,19312,4,Rural,9618.048780487805,False,Rural
956,VW,Model A,2021,78714.0,Petrol,Automatic,12,30,13070,4,Rural,19198.536585365855,False,Rural
960,VW,Model A,2025,0.0,Petrol,Automatic,12,30,20611,0,Rural,0.0,False,Rural
962,Hyundai,Model A,2023,40045.0,Petrol,Automatic,2,30,19669,2,Rural,19069.04761904762,False,Rural
963,Hyundai,Model B,2018,67842.0,Petrol,Automatic,11,1,8117,7,Rural,9555.211267605635,False,Rural
964,Audi,Model C,2021,57950.0,Petrol,Manual,7,1,10369,4,Rural,14134.146341463416,False,Rural
965,Mercedes,Model B,2019,72281.0,Diesel,Automatic,9,10,11849,6,Rural,11849.344262295082,False,Rural
966,VW,Model C,2020,64091.0,Petrol,Manual,10,20,13028,5,Rural,12566.86274509804,False,Rural
967,Ford,Model A,2025,14374.0,Diesel,Automatic,2,1,25540,0,Rural,143740.0,False,Rural
968,Ford,Model B,2019,52761.0,Petrol,Automatic,10,1,6830,6,Rural,8649.344262295082,False,Rural
969,Hyundai,Model C,2023,36158.0,Petrol,Manual,4,10,15300,2,Rural,17218.095238095237,False,Rural
970,Fiat,Model C,2022,27466.0,Diesel,Manual,10,20,9527,3,Rural,8860.0,False,Rural
971,Audi,Model C,2024,28438.0,Petrol,Automatic,8,1,29329,1,Rural,25852.727272727272,False,Rural
972,Ford,Model B,2025,5018.0,Petrol,Manual,9,1,22235,0,Rural,50180.0,False,Rural
973,Hyundai,Model A,2025,0.0,Diesel,Automatic,8,30,21692,0,Rural,0.0,False,Rural
974,Fiat,Model C,2017,87149.0,Diesel,Automatic,11,10,4420,8,Rural,10759.135802469136,False,Rural
975,Toyota,Model C,2003,250000.0,Petrol,Manual,12,1,4227,22,Rural,11312.217194570136,False,Rural
976,Mercedes,Model B,2018,102914.0,Petrol,Automatic,6,30,6956,7,Rural,14494.929577464789,False,Rural
977,Audi,Model C,2023,16007.0,Petrol,Manual,5,1,23825,2,Rural,7622.380952380952,False,Rural
979,Honda,Model B,2022,46413.0,Diesel,Manual,11,10,15841,3,Rural,14971.935483870968,False,Rural
980,Toyota,Model A,2023,2272.0,Petrol,Automatic,12,1,18900,2,Rural,1081.904761904762,False,Rural
981,BMW,Model B,2020,40417.0,Petrol,Manual,3,30,5197,5,Rural,7924.901960784315,False,Rural
982,BMW,Model B,2025,0.0,Petrol,Manual,6,10,26200,0,Rural,0.0,False,Rural
983,VW,Model B,2010,173768.0,Petrol,Automatic,10,1,4216,15,Rural,11507.814569536424,False,Rural
985,Ford,Model C,2025,0.0,Diesel,Manual,11,10,25786,0,Rural,0.0,False,Rural
986,Mercedes,Model A,2022,18968.0,Diesel,Automatic,1,10,22092,3,Rural,6118.709677419355,False,Rural
987,Toyota,Model C,2024,21637.0,Petrol,Automatic,12,10,24128,1,Rural,19670.0,False,Rural
988,Hyundai,Model A,2021,28926.0,Hybrid,Automatic,1,1,15511,4,Rural,7055.121951219513,False,Rural
989,Mercedes,Model C,2018,78895.0,Diesel,Automatic,6,30,8392,7,Rural,11111.971830985916,False,Rural
990,Fiat,Model C,2025,29200.0,Petrol,Automatic,4,30,21743,0,Rural,292000.0,False,Rural
991,Mercedes,Model B,2025,0.0,Diesel,Automatic,12,10,24666,0,Rural,0.0,False,Rural
992,Mercedes,Model B,2024,17137.0,Petrol,Automatic,4,30,28379,1,Rural,15579.090909090908,False,Rural
993,Honda,Model C,2019,57809.0,Petrol,Manual,5,20,5266,6,Rural,9476.88524590164,False,Rural
994,Dacia,Model B,2023,56452.0,Hybrid,Automatic,12,30,12846,2,Rural,26881.90476190476,False,Rural
995,Toyota,Model A,2020,51880.0,Petrol,Automatic,7,20,8302,5,Rural,10172.549019607844,False,Rural
997,Ford,Model C,2025,19755.0,Petrol,Manual,9,10,25350,0,Rural,197550.0,False,Rural
998,Mercedes,Model C,2013,141273.0,Hybrid,Automatic,1,20,5871,12,Rural,11675.454545454546,False,Rural
999,Audi,Model C,2025,718.0,Petrol,Automatic,6,1,25773,0,Rural,7180.0,False,Rural
1000,Dacia,Model C,2021,43774.0,Diesel,Automatic,3,30,12394,4,Rural,10676.58536585366,False,Rural
1001,Mercedes,Model A,2016,103877.0,Petrol,Automatic,1,30,1552,9,Rural,11415.054945054946,False,Rural
1002,VW,Model C,2023,29557.0,Petrol,Manual,5,30,19360,2,Rural,14074.761904761905,False,Rural
1003,Dacia,Model B,2025,8294.0,Petrol,Automatic,12,30,17836,0,Rural,82940.0,False,Rural
1004,Mercedes,Model C,2025,0.0,Petrol,Automatic,2,1,30252,0,Rural,0.0,False,Rural
1005,Toyota,Model C,2025,0.0,Hybrid,Automatic,1,1,26696,0,Rural,0.0,False,Rural
1006,Audi,Model B,2024,2862.0,Petrol,Automatic,12,1,22970,1,Rural,2601.8181818181815,False,Rural
1007,Audi,Model A,2024,0.0,Petrol,Automatic,7,30,32572,1,Rural,0.0,False,Rural
1008,Mercedes,Model B,2025,0.0,Petrol,Manual,7,10,23762,0,Rural,0.0,False,Rural
1009,Ford,Model A,2018,88457.0,Petrol,Manual,12,30,8222,7,Rural,12458.732394366198,False,Rural
1010,VW,Model C,2022,50078.0,Petrol,Automatic,9,1,17558,3,Rural,16154.193548387097,False,Rural
1011,VW,Model A,2017,109065.0,Hybrid,Automatic,11,10,4549,8,Rural,13464.814814814816,False,Rural
1012,Fiat,Model C,2025,0.0,Petrol,Automatic,10,30,19020,0,Rural,0.0,False,Rural
1013,Mercedes,Model A,2025,0.0,Diesel,Manual,8,1,27223,0,Rural,0.0,False,Rural
1015,Toyota,Model B,2025,2156.0,Petrol,Manual,8,10,23641,0,Rural,21560.0,False,Rural
1016,Audi,Model C,2025,0.0,Hybrid,Automatic,5,10,34003,0,Rural,0.0,False,Rural
1017,Mercedes,Model C,2016,116878.0,Hybrid,Automatic,4,1,9003,9,Rural,12843.736263736264,False,Rural
1018,Honda,Model C,2023,23712.0,Petrol,Automatic,3,30,20722,2,Rural,11291.42857142857,False,Rural
1019,Hyundai,Model C,2025,0.0,Hybrid,Automatic,5,20,22389,0,Rural,0.0,False,Rural
1021,Mercedes,Model A,2024,12086.0,Petrol,Automatic,8,30,31639,1,Rural,10987.272727272726,False,Rural
1022,Hyundai,Model B,2019,73351.0,Petrol,Manual,9,30,8369,6,Rural,12024.754098360656,False,Rural
1023,Hyundai,Model A,2025,0.0,Petrol,Automatic,11,10,22691,0,Rural,0.0,False,Rural
1024,Toyota,Model B,2025,0.0,Petrol,Automatic,9,1,27681,0,Rural,0.0,False,Rural
1025,Mercedes,Model C,2025,843.0,Diesel,Automatic,3,1,24762,0,Rural,8430.0,False,Rural
1026,Dacia,Model A,2022,14944.0,Petrol,Automatic,1,20,16392,3,Rural,4820.645161290322,False,Rural
1027,VW,Model B,2025,0.0,Petrol,Manual,3,30,21317,0,Rural,0.0,False,Rural
1029,Honda,Model B,2020,52673.0,Petrol,Automatic,8,1,7026,5,Rural,10328.039215686274,False,Rural
1030,Toyota,Model B,2025,0.0,Petrol,Automatic,11,10,26498,0,Rural,0.0,False,Rural
1032,Dacia,Model A,2023,24207.0,Hybrid,Manual,9,20,12731,2,Rural,11527.142857142857,False,Rural
1033,Audi,Model A,2017,85197.0,Petrol,Manual,10,1,9419,8,Rural,10518.148148148148,False,Rural
1034,BMW,Model B,2012,157060.0,Petrol,Automatic,11,10,1002,13,Rural,11989.312977099236,False,Rural
1036,Toyota,Model B,2024,14514.0,Petrol,Manual,10,20,19774,1,Rural,13194.545454545454,False,Rural
1037,Audi,Model B,2020,73173.0,Petrol,Automatic,12,30,9347,5,Rural,14347.64705882353,False,Rural
1038,Ford,Model B,2025,12588.0,Petrol,Automatic,12,1,30785,0,Rural,125880.0,False,Rural
1039,Toyota,Model A,2006,247323.0,Diesel,Automatic,2,30,4104,19,Rural,12948.848167539267,False,Rural
1040,Toyota,Model B,2020,72572.0,Petrol,Automatic,8,20,9271,5,Rural,14229.803921568628,False,Rural
1041,BMW,Model B,2022,39578.0,Petrol,Automatic,2,1,18955,3,Rural,12767.096774193547,False,Rural
1042,Ford,Model B,2025,0.0,Petrol,Automatic,12,20,25763,0,Rural,0.0,False,Rural
1043,Mercedes,Model B,2020,54183.0,Petrol,Automatic,12,1,8417,5,Rural,10624.117647058823,False,Rural
1044,Audi,Model C,2024,0.0,Petrol,Manual,7,30,26905,1,Rural,0.0,False,Rural
1045,VW,Model B,2025,67.0,Petrol,Automatic,12,30,23065,0,Rural,670.0,False,Rural
1046,Toyota,Model C,2023,34460.0,Diesel,Manual,10,30,16663,2,Rural,16409.52380952381,False,Rural
1047,Mercedes,Model C,2017,85114.0,Hybrid,Manual,9,20,8861,8,Rural,10507.901234567902,False,Rural
1048,Ford,Model B,2002,250000.0,Diesel,Manual,8,20,2098,23,Rural,10822.510822510822,False,Rural
1049,Audi,Model B,2025,0.0,Petrol,Automatic,6,1,33682,0,Rural,0.0,False,Rural
1050,Audi,Model C,2002,250000.0,Petrol,Automatic,12,30,1631,23,Rural,10822.510822510822,False,Rural
1051,Ford,Model B,2025,0.0,Petrol,Automatic,3,10,23887,0,Rural,0.0,False,Rural
1052,VW,Model C,2022,24907.0,Petrol,Manual,11,1,12554,3,Rural,8034.516129032258,False,Rural
1053,VW,Model C,2025,0.0,Diesel,Manual,5,10,23810,0,Rural,0.0,False,Rural
1054,Honda,Model A,2025,7549.0,Petrol,Automatic,10,20,24568,0,Rural,75490.0,False,Rural
1055,Honda,Model B,2025,0.0,Hybrid,Automatic,3,1,27630,0,Rural,0.0,False,Rural
1056,Hyundai,Model C,2020,53573.0,Diesel,Manual,5,1,10464,5,Rural,10504.50980392157,False,Rural
1057,Mercedes,Model C,2025,3921.0,Hybrid,Manual,12,1,25005,0,Rural,39210.0,False,Rural
1058,Mercedes,Model B,2021,41782.0,Petrol,Manual,7,1,11775,4,Rural,10190.731707317074,False,Rural
1059,VW,Model C,2022,52897.0,Petrol,Manual,7,30,16975,3,Rural,17063.548387096773,False,Rural
1060,Toyota,Model B,2024,0.0,Petrol,Automatic,10,1,22481,1,Rural,0.0,False,Rural
1061,VW,Model A,2025,0.0,Petrol,Manual,6,20,25100,0,Rural,0.0,False,Rural
1062,Audi,Model B,2025,0.0,Hybrid,Manual,7,1,28627,0,Rural,0.0,False,Rural
1063,Toyota,Model A,2025,0.0,Petrol,Manual,8,1,27115,0,Rural,0.0,False,Rural
1064,Fiat,Model B,2021,22805.0,Petrol,Automatic,12,30,14327,4,Rural,5562.19512195122,False,Rural
1066,Ford,Model C,2025,11497.0,Hybrid,Manual,1,10,18639,0,Rural,114970.0,False,Rural
1067,Mercedes,Model A,2017,107762.0,Petrol,Automatic,10,20,4100,8,Rural,13303.950617283952,False,Rural
1068,Mercedes,Model B,2011,168433.0,Diesel,Automatic,7,10,3216,14,Rural,11945.602836879432,False,Rural
1069,BMW,Model C,2020,46801.0,Petrol,Manual,3,1,12663,5,Rural,9176.666666666668,False,Rural
1070,Toyota,Model C,2019,59994.0,Diesel,Manual,11,1,9372,6,Rural,9835.081967213115,False,Rural
1071,Dacia,Model B,2019,94952.0,Petrol,Automatic,4,20,4016,6,Rural,15565.901639344263,False,Rural
1072,Fiat,Model B,2017,117535.0,Petrol,Manual,5,30,7975,8,Rural,14510.493827160495,False,Rural
1074,Fiat,Model C,2001,250000.0,Diesel,Manual,12,1,1756,24,Rural,10373.443983402489,False,Rural
1075,Ford,Model B,2025,20529.0,Petrol,Manual,10,1,22886,0,Rural,205290.0,False,Rural
1076,Toyota,Model C,2021,37582.0,Diesel,Automatic,2,30,12121,4,Rural,9166.341463414636,False,Rural
1077,Mercedes,Model C,2021,51432.0,Petrol,Manual,7,10,13024,4,Rural,12544.39024390244,False,Rural
1078,VW,Model B,2024,32279.0,Hybrid,Automatic,5,30,19601,1,Rural,29344.545454545452,False,Rural
1079,Mercedes,Model A,2017,83454.0,Petrol,Manual,1,10,8940,8,Rural,10302.962962962964,False,Rural
1080,Toyota,Model B,2025,12438.0,Petrol,Automatic,12,10,25205,0,Rural,124380.0,False,Rural
1081,Hyundai,Model C,2025,7808.0,Petrol,Automatic,11,1,21993,0,Rural,78080.0,False,Rural
1082,Mercedes,Model C,2008,203407.0,Petrol,Manual,12,30,2985,17,Rural,11895.146198830409,False,Rural
1083,Mercedes,Model C,2021,33098.0,Petrol,Manual,4,1,13897,4,Rural,8072.682926829269,False,Rural
1084,Audi,Model C,2025,0.0,Petrol,Automatic,9,30,34423,0,Rural,0.0,False,Rural
1086,Audi,Model C,2022,14649.0,Petrol,Automatic,6,30,25655,3,Rural,4725.4838709677415,False,Rural
1087,Honda,Model A,2023,25961.0,Petrol,Manual,11,20,13847,2,Rural,12362.380952380952,False,Rural
1089,Honda,Model B,2025,14778.0,Diesel,Automatic,7,30,29282,0,Rural,147780.0,False,Rural
1090,Audi,Model A,2017,75024.0,Petrol,Manual,6,20,7720,8,Rural,9262.222222222223,False,Rural
1091,Dacia,Model C,2025,19743.0,Petrol,Manual,9,20,22251,0,Rural,197430.0,False,Rural
1092,Honda,Model B,2024,37430.0,Petrol,Automatic,3,30,21769,1,Rural,34027.27272727273,False,Rural
1093,VW,Model A,2023,30152.0,Diesel,Manual,3,10,16109,2,Rural,14358.095238095237,False,Rural
1094,VW,Model B,2022,20429.0,Hybrid,Manual,9,1,12998,3,Rural,6590.0,False,Rural
1095,Honda,Model C,2017,91078.0,Petrol,Automatic,9,10,5433,8,Rural,11244.197530864198,False,Rural
1096,Audi,Model B,2015,119286.0,Diesel,Manual,10,10,5558,10,Rural,11810.49504950495,False,Rural
1097,Honda,Model A,2017,100056.0,Petrol,Manual,4,10,7896,8,Rural,12352.592592592593,False,Rural
1098,VW,Model B,2016,108329.0,Petrol,Automatic,1,20,7180,9,Rural,11904.285714285716,False,Rural
1099,Honda,Model B,2025,1265.0,Petrol,Automatic,11,1,25302,0,Rural,12650.0,False,Rural
1100,BMW,Model C,2020,58638.0,Petrol,Manual,3,10,11718,5,Rural,11497.64705882353,False,Rural
1102,Toyota,Model A,2025,0.0,Diesel,Automatic,6,30,28396,0,Rural,0.0,False,Rural
1103,Mercedes,Model A,2025,0.0,Hybrid,Automatic,3,10,31864,0,Rural,0.0,False,Rural
1104,Fiat,Model C,2025,0.0,Petrol,Automatic,7,30,18194,0,Rural,0.0,False,Rural
1105,Mercedes,Model C,2025,28758.0,Petrol,Automatic,12,30,29078,0,Rural,287580.0,False,Rural
1106,Toyota,Model B,2015,141958.0,Petrol,Automatic,4,1,2707,10,Rural,14055.247524752476,False,Rural
1107,VW,Model A,2021,56329.0,Petrol,Automatic,7,30,14107,4,Rural,13738.78048780488,False,Rural
1108,Hyundai,Model C,2025,19879.0,Petrol,Automatic,4,30,28439,0,Rural,198790.0,False,Rural
1109,Honda,Model A,2024,23976.0,Diesel,Automatic,12,1,20038,1,Rural,21796.363636363636,False,Rural
1110,Mercedes,Model B,2015,122719.0,Petrol,Manual,3,30,9067,10,Rural,12150.39603960396,False,Rural
1111,Audi,Model C,2025,0.0,Hybrid,Manual,2,10,28423,0,Rural,0.0,False,Rural
1112,Toyota,Model A,2017,92067.0,Petrol,Automatic,2,20,1975,8,Rural,11366.296296296297,False,Rural
1113,Toyota,Model A,2017,90974.0,Diesel,Manual,5,20,692,8,Rural,11231.358024691359,False,Rural
1114,Toyota,Model A,2022,19003.0,Hybrid,Manual,7,30,16264,3,Rural,6130.0,False,Rural
1115,Mercedes,Model B,2023,1707.0,Petrol,Manual,9,30,18522,2,Rural,812.8571428571428,False,Rural
1116,Fiat,Model A,2023,31390.0,Petrol,Automatic,8,20,12384,2,Rural,14947.619047619048,False,Rural
1118,Honda,Model B,2025,0.0,Diesel,Manual,5,10,20454,0,Rural,0.0,False,Rural
1119,Dacia,Model B,2018,72811.0,Petrol,Automatic,9,30,4463,7,Rural,10255.070422535211,False,Rural
1120,VW,Model C,2012,173418.0,Petrol,Manual,4,1,5306,13,Rural,13238.015267175573,False,Rural
1121,Toyota,Model C,2025,0.0,Petrol,Automatic,9,1,28743,0,Rural,0.0,False,Rural
1122,Mercedes,Model B,2025,2561.0,Petrol,Manual,12,20,31028,0,Rural,25610.0,False,Rural
1123,Dacia,Model A,2025,0.0,Hybrid,Automatic,12,20,21242,0,Rural,0.0,False,Rural
1124,BMW,Model B,2025,7595.0,Petrol,Automatic,10,1,30108,0,Rural,75950.0,False,Rural
1125,VW,Model C,2024,0.0,Diesel,Manual,12,20,19709,1,Rural,0.0,False,Rural
1126,Fiat,Model B,2023,25351.0,Diesel,Automatic,9,30,21938,2,Rural,12071.904761904761,False,Rural
1128,VW,Model B,2021,51452.0,Petrol,Automatic,12,1,14594,4,Rural,12549.268292682927,False,Rural
1129,Dacia,Model C,2020,61186.0,Petrol,Automatic,2,1,9507,5,Rural,11997.254901960785,False,Rural
1130,Ford,Model B,2018,89169.0,Hybrid,Automatic,6,10,5086,7,Rural,12559.014084507044,False,Rural
1131,Toyota,Model A,2025,32876.0,Petrol,Manual,5,20,24361,0,Rural,328760.0,False,Rural
1132,Fiat,Model C,2022,74419.0,Petrol,Manual,1,10,12293,3,Rural,24006.129032258064,False,Rural
1133,Ford,Model C,2008,194411.0,Diesel,Manual,6,30,981,17,Rural,11369.06432748538,False,Rural
1134,VW,Model A,2017,61226.0,Petrol,Automatic,2,10,5428,8,Rural,7558.765432098766,False,Rural
1135,Ford,Model A,2024,20932.0,Petrol,Automatic,1,20,22259,1,Rural,19029.090909090908,False,Rural
1136,BMW,Model A,2007,218793.0,Hybrid,Manual,6,10,1220,18,Rural,12088.011049723757,False,Rural
1137,Audi,Model A,2025,15915.0,Diesel,Manual,3,20,30005,0,Rural,159150.0,False,Rural
1138,BMW,Model A,2022,40273.0,Petrol,Manual,12,20,18125,3,Rural,12991.290322580644,False,Rural
1139,Mercedes,Model A,2022,36879.0,Petrol,Automatic,11,10,22998,3,Rural,11896.451612903225,False,Rural
1140,BMW,Model B,2023,40933.0,Petrol,Manual,12,20,18033,2,Rural,19491.90476190476,False,Rural
1141,Toyota,Model B,2025,19031.0,Petrol,Automatic,12,20,26785,0,Rural,190310.0,False,Rural
1142,Mercedes,Model B,2020,39201.0,Petrol,Automatic,10,1,10824,5,Rural,7686.470588235295,False,Rural
1143,Fiat,Model C,2024,0.0,Petrol,Manual,8,20,17051,1,Rural,0.0,False,Rural
1144,Hyundai,Model C,2023,22416.0,Hybrid,Automatic,1,1,16172,2,Rural,10674.285714285714,False,Rural
1145,Ford,Model A,2018,85476.0,Petrol,Automatic,4,20,8018,7,Rural,12038.87323943662,False,Rural
1146,Honda,Model C,2025,0.0,Petrol,Manual,9,30,22958,0,Rural,0.0,False,Rural
1147,Audi,Model B,2025,6513.0,Diesel,Manual,6,30,30823,0,Rural,65130.0,False,Rural
1148,Honda,Model B,2024,26941.0,Diesel,Manual,5,30,19666,1,Rural,24491.81818181818,False,Rural
1149,Ford,Model C,2025,25840.0,Petrol,Automatic,2,1,23349,0,Rural,258400.0,False,Rural
1150,Hyundai,Model B,2025,8683.0,Petrol,Automatic,1,20,27509,0,Rural,86830.0,False,Rural
1151,BMW,Model B,2025,0.0,Hybrid,Automatic,3,1,33746,0,Rural,0.0,False,Rural
1152,VW,Model C,2025,0.0,Petrol,Manual,11,1,21085,0,Rural,0.0,False,Rural
